Variables,R-squared,Adj. R-squared,P-value,AIC,BIC,Coefficients
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500",0.7257863837226145,0.7213838715346748,3.0941583291605724e-118,4477.989385276362,4510.755981775819,"const: 20.7800, PI: 0.0028, CPIAUCSL: -0.2157, PCESV: 0.0041, RSAFS: 0.0000, PPIACO: 0.4343, NASDAQCOM: 0.0032, SP500: 0.0075"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7252667018623058,0.7208558461582603,4.666890057755859e-118,4478.830045124696,4511.596641624154,"const: 23.5472, PI: 0.0033, CPIAUCSL: -0.2719, PCESV: 0.0037, RSAFS: 0.0000, PPIACO: 0.4571, NASDAQCOM: 0.0035, DJIA: 0.0008"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, SP500",0.7642556144814581,0.7604707275579953,1.718239080148158e-132,4410.874647966561,4443.641244466018,"const: 37.0703, PI: -0.0006, CPIAUCSL: -0.8659, PCESV: -0.0011, RSAFS: -0.0001, PPIACO: 0.9713, REVOLSL: 0.1709, SP500: 0.0268"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, DJIA",0.7602806133846074,0.7564319076361952,6.494234905023807e-131,4418.298732453302,4451.06532895276,"const: 48.1979, PI: 0.0012, CPIAUCSL: -1.0765, PCESV: -0.0016, RSAFS: -0.0000, PPIACO: 1.0518, REVOLSL: 0.1649, DJIA: 0.0030"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, SP500, DJIA",0.7261540033418559,0.7217573933037664,2.312478751792151e-118,4477.393745197909,4510.160341697367,"const: 19.5990, PI: 0.0033, CPIAUCSL: -0.1156, PCESV: 0.0070, RSAFS: 0.0000, PPIACO: 0.2665, SP500: 0.0621, DJIA: -0.0061"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7532293856571848,0.7492674721241579,3.524962082951199e-128,4431.170381887184,4463.936978386641,"const: -1.6752, PI: -0.0018, CPIAUCSL: 0.3796, PCESV: -0.0017, RSAFS: -0.0001, NASDAQCOM: 0.0043, REVOLSL: 0.1406, SP500: 0.0195"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7498063722399371,0.7457895020694774,7.02247256924951e-127,4437.28688631064,4470.053482810097,"const: 4.1973, PI: -0.0003, CPIAUCSL: 0.2953, PCESV: -0.0024, RSAFS: -0.0001, NASDAQCOM: 0.0052, REVOLSL: 0.1332, DJIA: 0.0019"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, SP500, DJIA",0.7257121411735283,0.7213084370180575,3.281421376284619e-118,4478.109580730674,4510.876177230131,"const: 6.5875, PI: 0.0025, CPIAUCSL: 0.2572, PCESV: 0.0063, RSAFS: -0.0000, NASDAQCOM: 0.0017, SP500: 0.0633, DJIA: -0.0065"
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL, SP500, DJIA",0.7590942464182865,0.7552264934938094,1.897744957508677e-130,4420.490661084596,4453.257257584053,"const: 0.6761, PI: -0.0014, CPIAUCSL: 0.2874, PCESV: 0.0024, RSAFS: -0.0001, REVOLSL: 0.1485, SP500: 0.1119, DJIA: -0.0104"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7663614783812218,0.7626104011992689,2.4463984488925333e-133,4406.890651827449,4439.6572483269065,"const: 44.0248, PI: -0.0023, CPIAUCSL: -0.9077, PCESV: -0.0022, PPIACO: 1.0129, NASDAQCOM: 0.0034, REVOLSL: 0.1613, SP500: 0.0216"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7651929963166852,0.7614231591015862,7.231003168467769e-133,4409.105667596112,4441.872264095569,"const: 45.7184, PI: -0.0017, CPIAUCSL: -0.9746, PCESV: -0.0032, PPIACO: 1.0700, NASDAQCOM: 0.0043, REVOLSL: 0.1611, DJIA: 0.0024"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, SP500, DJIA",0.726870873793322,0.7224857731432148,1.30910737070453e-118,4476.229923848864,4508.996520348322,"const: 8.9409, PI: 0.0028, CPIAUCSL: 0.0286, PCESV: 0.0058, PPIACO: 0.2521, NASDAQCOM: 0.0021, SP500: 0.0502, DJIA: -0.0050"
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL, SP500, DJIA",0.7648680430279612,0.7610929886729055,9.765028227614911e-133,4409.719701737856,4442.486298237313,"const: 48.3544, PI: -0.0014, CPIAUCSL: -0.9075, PCESV: 0.0005, PPIACO: 0.8978, REVOLSL: 0.1575, SP500: 0.0625, DJIA: -0.0044"
"PI, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL, SP500, DJIA",0.7530719526120878,0.7491075114843002,4.048652407674912e-128,4431.453551682083,4464.220148181541,"const: 29.0897, PI: -0.0020, CPIAUCSL: 0.0519, PCESV: 0.0020, NASDAQCOM: 0.0015, REVOLSL: 0.1194, SP500: 0.0825, DJIA: -0.0074"
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7671195692711719,0.763380663273232,1.2075283879281343e-133,4405.447655140116,4438.214251639573,"const: 28.1921, PI: -0.0026, CPIAUCSL: -0.6846, RSAFS: -0.0001, PPIACO: 0.9157, NASDAQCOM: 0.0031, REVOLSL: 0.1617, SP500: 0.0225"
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7645124980096865,0.7607317353630529,1.3558893584915497e-132,4410.390570802621,4443.157167302079,"const: 35.3199, PI: -0.0016, CPIAUCSL: -0.8129, RSAFS: -0.0001, PPIACO: 0.9655, NASDAQCOM: 0.0038, REVOLSL: 0.1538, DJIA: 0.0024"
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7227571513915989,0.7183060047396292,3.3587791461654485e-117,4482.867350334222,4515.633946833679,"const: 13.5783, PI: 0.0040, CPIAUCSL: -0.1166, RSAFS: 0.0000, PPIACO: 0.4161, NASDAQCOM: 0.0043, SP500: 0.0081, DJIA: -0.0003"
"PI, CPIAUCSL, RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7674360971986912,0.7637022730711472,8.986124862705816e-134,4404.843765861165,4437.610362360622,"const: 25.6366, PI: -0.0012, CPIAUCSL: -0.6044, RSAFS: -0.0001, PPIACO: 0.7857, REVOLSL: 0.1731, SP500: 0.0772, DJIA: -0.0060"
"PI, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7597480503498122,0.7558907942774468,1.051652051525723e-130,4419.2840333103395,4452.050629809797,"const: -5.2738, PI: -0.0019, CPIAUCSL: 0.3810, RSAFS: -0.0002, NASDAQCOM: 0.0024, REVOLSL: 0.1523, SP500: 0.0930, DJIA: -0.0085"
"PI, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7664400281201302,0.7626902120578387,2.274061100173268e-133,4406.741353039506,4439.507949538964,"const: 44.1455, PI: -0.0024, CPIAUCSL: -0.8451, PPIACO: 0.9166, NASDAQCOM: 0.0024, REVOLSL: 0.1548, SP500: 0.0474, DJIA: -0.0030"
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7662081161103609,0.7624545766901144,2.8212206125887755e-133,4407.182001512463,4439.948598011921,"const: -14.8917, PI: -0.0063, PCESV: -0.0030, RSAFS: -0.0001, PPIACO: 0.7333, NASDAQCOM: 0.0045, REVOLSL: 0.1681, SP500: 0.0245"
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7636697767595904,0.7598754841846297,2.94604700992812e-132,4411.976643613906,4444.743240113364,"const: -16.4366, PI: -0.0061, PCESV: -0.0041, RSAFS: -0.0001, PPIACO: 0.7624, NASDAQCOM: 0.0056, REVOLSL: 0.1635, DJIA: 0.0027"
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7270559650576978,0.7226738360563305,1.129975566476918e-118,4475.9289366172015,4508.695533116659,"const: 11.4165, PI: 0.0022, PCESV: 0.0057, RSAFS: 0.0000, PPIACO: 0.2749, NASDAQCOM: 0.0021, SP500: 0.0475, DJIA: -0.0046"
"PI, PCESV, RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7658534310912836,0.7620941971867858,3.921583679659545e-133,4407.855082246425,4440.6216787458825,"const: -8.4289, PI: -0.0046, PCESV: 0.0009, RSAFS: -0.0001, PPIACO: 0.5514, REVOLSL: 0.1658, SP500: 0.0933, DJIA: -0.0077"
"PI, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7589344376868233,0.755064119025832,2.191769044547407e-130,4420.785098023184,4453.551694522642,"const: 24.2900, PI: 0.0015, PCESV: 0.0016, RSAFS: -0.0001, NASDAQCOM: 0.0015, REVOLSL: 0.1477, SP500: 0.0966, DJIA: -0.0091"
"PI, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7624672411779514,0.7586536418390653,8.87288549889524e-132,4414.230151335065,4446.9967478345225,"const: -3.1949, PI: -0.0083, PCESV: -0.0007, PPIACO: 0.6431, NASDAQCOM: 0.0032, REVOLSL: 0.1421, SP500: 0.0533, DJIA: -0.0034"
"PI, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.767844385449065,0.7641171164081095,6.134614324940661e-134,4404.063596218877,4436.830192718335,"const: -9.5749, PI: -0.0054, RSAFS: -0.0001, PPIACO: 0.6047, NASDAQCOM: 0.0027, REVOLSL: 0.1648, SP500: 0.0736, DJIA: -0.0058"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7708635836775124,0.7671847880026101,3.570067607384157e-135,4398.251472591815,4431.018069091273,"const: 3.8849, TTLCONS: 0.0001, CPIAUCSL: -0.6360, PCESV: 0.0024, RSAFS: -0.0003, PPIACO: 1.1091, NASDAQCOM: 0.0071, REVOLSL: 0.0512"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500",0.7765638522752294,0.7729765746741436,1.4981653793279785e-137,4387.066291223493,4419.8328877229505,"const: 8.5779, TTLCONS: 0.0001, CPIAUCSL: -0.5986, PCESV: 0.0068, RSAFS: -0.0003, PPIACO: 1.0920, NASDAQCOM: 0.0011, SP500: 0.0116"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, DJIA",0.776557164068181,0.7729697790876242,1.50794117647684e-137,4387.0795814610665,4419.846177960524,"const: 9.8527, TTLCONS: 0.0001, CPIAUCSL: -0.6430, PCESV: 0.0063, RSAFS: -0.0003, PPIACO: 1.1377, NASDAQCOM: 0.0014, DJIA: 0.0013"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, SP500",0.7876720127862992,0.7842630772117672,2.3068553933299783e-142,4364.425180731318,4397.191777230775,"const: 27.3662, TTLCONS: 0.0001, CPIAUCSL: -0.9808, PCESV: 0.0028, RSAFS: -0.0003, PPIACO: 1.2502, REVOLSL: 0.1010, SP500: 0.0205"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, DJIA",0.7865210012510284,0.7830935861334991,7.469425465120175e-142,4366.8255658036305,4399.592162303088,"const: 29.3991, TTLCONS: 0.0001, CPIAUCSL: -1.0642, PCESV: 0.0025, RSAFS: -0.0003, PPIACO: 1.3365, REVOLSL: 0.0960, DJIA: 0.0024"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, SP500, DJIA",0.7762625930217313,0.7726704786895113,2.007737900813764e-137,4387.664533795679,4420.431130295136,"const: 9.4959, TTLCONS: 0.0001, CPIAUCSL: -0.6181, PCESV: 0.0074, RSAFS: -0.0003, PPIACO: 1.0963, SP500: 0.0161, DJIA: -0.0003"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500",0.764840451658627,0.761064954322871,1.0017137153976117e-132,4409.771799502157,4442.538396001614,"const: -6.3187, TTLCONS: 0.0001, CPIAUCSL: 0.4041, PCESV: 0.0018, RSAFS: -0.0003, NASDAQCOM: 0.0029, REVOLSL: 0.0823, SP500: 0.0156"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7623149418525678,0.7584988973410265,1.019843535489215e-131,4414.514740423987,4447.2813369234445,"const: -7.9998, TTLCONS: 0.0001, CPIAUCSL: 0.4278, PCESV: 0.0014, RSAFS: -0.0003, NASDAQCOM: 0.0037, REVOLSL: 0.0756, DJIA: 0.0016"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, SP500, DJIA",0.7610464355214439,0.757210025082568,3.240947755626152e-131,4416.878032503193,4449.644629002651,"const: -18.5277, TTLCONS: 0.0001, CPIAUCSL: 0.5397, PCESV: 0.0084, RSAFS: -0.0003, NASDAQCOM: 0.0003, SP500: 0.0695, DJIA: -0.0068"
"TTLCONS, CPIAUCSL, PCESV, RSAFS, REVOLSL, SP500, DJIA",0.770309362622106,0.7666216689027362,6.034213160622494e-135,4399.324095778672,4432.09069227813,"const: -6.2492, TTLCONS: 0.0001, CPIAUCSL: 0.3553, PCESV: 0.0049, RSAFS: -0.0003, REVOLSL: 0.0913, SP500: 0.0932, DJIA: -0.0088"
"TTLCONS, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7723447871361462,0.7686897722507173,8.724641103592318e-136,4395.372012467678,4428.138608967136,"const: 73.7634, TTLCONS: 0.0000, CPIAUCSL: -1.3968, PCESV: 0.0004, PPIACO: 1.2016, NASDAQCOM: 0.0019, REVOLSL: 0.1156, SP500: 0.0178"
"TTLCONS, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7723564614614391,0.7687016340078383,8.627971386253056e-136,4395.349243240154,4428.115839739611,"const: 74.8885, TTLCONS: 0.0000, CPIAUCSL: -1.4541, PCESV: -0.0003, PPIACO: 1.2695, NASDAQCOM: 0.0025, REVOLSL: 0.1139, DJIA: 0.0020"
"TTLCONS, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, SP500, DJIA",0.7578358298390653,0.7539478729786833,5.884627861273963e-130,4422.8039420305795,4455.570538530037,"const: 60.6256, TTLCONS: 0.0001, CPIAUCSL: -1.1349, PCESV: 0.0052, PPIACO: 1.1316, NASDAQCOM: 0.0016, SP500: -0.0091, DJIA: 0.0023"
"TTLCONS, CPIAUCSL, PCESV, PPIACO, REVOLSL, SP500, DJIA",0.7713561382962318,0.7676852506083274,2.236812686872218e-135,4397.296017122881,4430.062613622338,"const: 75.1129, TTLCONS: 0.0000, CPIAUCSL: -1.4231, PCESV: 0.0016, PPIACO: 1.2041, REVOLSL: 0.1125, SP500: 0.0258, DJIA: -0.0006"
"TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL, SP500, DJIA",0.753406423005893,0.7494473518156206,3.016208812403972e-128,4430.851734577223,4463.618331076681,"const: 43.1096, TTLCONS: 0.0000, CPIAUCSL: -0.1263, PCESV: 0.0027, NASDAQCOM: 0.0011, REVOLSL: 0.1021, SP500: 0.0761, DJIA: -0.0070"
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7882962242913533,0.7848973104611686,1.2165560636540737e-142,4363.117966825772,4395.8845633252295,"const: 23.4282, TTLCONS: 0.0001, CPIAUCSL: -0.9075, RSAFS: -0.0003, PPIACO: 1.2273, NASDAQCOM: 0.0024, REVOLSL: 0.1142, SP500: 0.0180"
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.788139452608922,0.7847380218021845,1.4288987728382353e-142,4363.446637709423,4396.213234208881,"const: 25.8179, TTLCONS: 0.0001, CPIAUCSL: -0.9787, RSAFS: -0.0003, PPIACO: 1.2934, NASDAQCOM: 0.0027, REVOLSL: 0.1087, DJIA: 0.0020"
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7705975832728056,0.7669145169492039,4.59354650938448e-135,4398.766605376328,4431.533201875785,"const: -1.8371, TTLCONS: 0.0001, CPIAUCSL: -0.5363, RSAFS: -0.0003, PPIACO: 1.2360, NASDAQCOM: 0.0040, SP500: -0.0367, DJIA: 0.0054"
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7865074205782074,0.783079787422353,7.573406808377286e-142,4366.853810394338,4399.620406893796,"const: 22.7755, TTLCONS: 0.0001, CPIAUCSL: -0.9188, RSAFS: -0.0003, PPIACO: 1.2400, REVOLSL: 0.1203, SP500: 0.0289, DJIA: -0.0008"
"TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7682730780226535,0.764552691660632,4.1058343575421264e-134,4403.242959346951,4436.009555846408,"const: -11.7175, TTLCONS: 0.0001, CPIAUCSL: 0.4414, RSAFS: -0.0003, NASDAQCOM: 0.0023, REVOLSL: 0.1120, SP500: 0.0720, DJIA: -0.0064"
"TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7724182582983637,0.7687644229958146,8.133743254841529e-136,4395.228697229402,4427.99529372886,"const: 74.3898, TTLCONS: 0.0000, CPIAUCSL: -1.4278, PPIACO: 1.2383, NASDAQCOM: 0.0022, REVOLSL: 0.1151, SP500: 0.0084, DJIA: 0.0011"
"TTLCONS, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7811645332394003,0.7776511197822347,1.6298489691202052e-139,4377.828637410657,4410.595233910115,"const: -21.6257, TTLCONS: 0.0001, PCESV: 0.0006, RSAFS: -0.0004, PPIACO: 0.6735, NASDAQCOM: 0.0026, REVOLSL: 0.0814, SP500: 0.0154"
"TTLCONS, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7799844650904943,0.7764521055850665,5.2442625703539136e-139,4380.2164707252305,4412.983067224688,"const: -23.1052, TTLCONS: 0.0001, PCESV: 0.0001, RSAFS: -0.0004, PPIACO: 0.7010, NASDAQCOM: 0.0033, REVOLSL: 0.0770, DJIA: 0.0017"
"TTLCONS, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7735141064880366,0.7698778650784409,2.849942560070166e-136,4393.085591211106,4425.852187710563,"const: -20.2951, TTLCONS: 0.0001, PCESV: 0.0061, RSAFS: -0.0004, PPIACO: 0.7015, NASDAQCOM: 0.0012, SP500: 0.0279, DJIA: -0.0020"
"TTLCONS, PCESV, RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7816344131482835,0.7781285436346091,1.0216230919004718e-139,4376.874262949996,4409.640859449453,"const: -18.4526, TTLCONS: 0.0001, PCESV: 0.0032, RSAFS: -0.0004, PPIACO: 0.5962, REVOLSL: 0.0849, SP500: 0.0621, DJIA: -0.0051"
"TTLCONS, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7672595059692033,0.7635228466613695,1.0597090725249963e-133,4405.180777547239,4437.9473740466965,"const: 29.2056, TTLCONS: 0.0001, PCESV: 0.0057, RSAFS: -0.0002, NASDAQCOM: 0.0003, REVOLSL: 0.1071, SP500: 0.0937, DJIA: -0.0088"
"TTLCONS, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7549456360204311,0.7510112769657132,7.741983499690075e-129,4428.071644377262,4460.838240876719,"const: 15.5368, TTLCONS: 0.0000, PCESV: -0.0003, PPIACO: 0.2008, NASDAQCOM: 0.0021, REVOLSL: 0.0867, SP500: 0.0527, DJIA: -0.0045"
"TTLCONS, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7818260394398944,0.7783232464951221,8.441816471138756e-140,4376.484460562356,4409.251057061813,"const: -20.4483, TTLCONS: 0.0001, RSAFS: -0.0004, PPIACO: 0.6498, NASDAQCOM: 0.0024, REVOLSL: 0.0955, SP500: 0.0405, DJIA: -0.0029"
"CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7681154115019786,0.7643924937967351,4.759655225936484e-134,4403.544953306535,4436.311549805992,"const: 35.4093, CPIAUCSL: -0.8219, PCESV: -0.0030, RSAFS: -0.0001, PPIACO: 0.9443, NASDAQCOM: 0.0037, REVOLSL: 0.1716, SP500: 0.0206"
"CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7665640528856952,0.7628162280467041,2.026229132065533e-133,4406.505518014121,4439.272114513578,"const: 36.7753, CPIAUCSL: -0.8771, PCESV: -0.0038, RSAFS: -0.0001, PPIACO: 1.0067, NASDAQCOM: 0.0045, REVOLSL: 0.1699, DJIA: 0.0023"
"CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7266581824846161,0.7222696670657911,1.550090821407917e-118,4476.575541294472,4509.342137793929,"const: 2.2452, CPIAUCSL: 0.1269, PCESV: 0.0059, RSAFS: 0.0000, PPIACO: 0.2959, NASDAQCOM: 0.0023, SP500: 0.0479, DJIA: -0.0045"
"CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7673687803179357,0.7636338754147832,9.569259832110104e-134,4404.972265468403,4437.73886196786,"const: 31.8716, CPIAUCSL: -0.6852, PCESV: 0.0003, RSAFS: -0.0001, PPIACO: 0.7735, REVOLSL: 0.1697, SP500: 0.0767, DJIA: -0.0061"
"CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7596996829073747,0.7558416502935023,1.0986557382463058e-130,4419.373410246006,4452.140006745463,"const: 6.1289, CPIAUCSL: 0.2161, PCESV: 0.0011, RSAFS: -0.0001, NASDAQCOM: 0.0018, REVOLSL: 0.1466, SP500: 0.0964, DJIA: -0.0090"
"CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7663714282615264,0.7626205108253582,2.4238691864052895e-133,4406.871742955334,4439.638339454792,"const: 55.2737, CPIAUCSL: -1.0319, PCESV: -0.0015, PPIACO: 0.9540, NASDAQCOM: 0.0027, REVOLSL: 0.1568, SP500: 0.0374, DJIA: -0.0021"
"CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7687738527629037,0.7650615063623081,2.5661543713863367e-134,4402.282412431181,4435.049008930639,"const: 32.8261, CPIAUCSL: -0.6926, RSAFS: -0.0001, PPIACO: 0.7825, NASDAQCOM: 0.0022, REVOLSL: 0.1651, SP500: 0.0624, DJIA: -0.0049"
"PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7652627143911643,0.7614939965029491,6.779252040368929e-133,4408.973817093392,4441.74041359285,"const: -3.2630, PCESV: -0.0013, RSAFS: -0.0002, PPIACO: 0.3876, NASDAQCOM: 0.0026, REVOLSL: 0.1528, SP500: 0.0733, DJIA: -0.0063"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7758491007275323,0.7717267853386134,4.5682992639121156e-136,4390.4843392169,4427.34676027879,"const: 47.0594, PI: 0.0073, TTLCONS: 0.0001, CPIAUCSL: -1.2517, PCESV: 0.0018, RSAFS: -0.0003, PPIACO: 1.1366, NASDAQCOM: 0.0048, REVOLSL: 0.0599"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500",0.7765751889784351,0.7724662269366592,2.2619855904826164e-136,4389.043762980084,4425.906184041974,"const: 10.8216, PI: 0.0004, TTLCONS: 0.0001, CPIAUCSL: -0.6312, PCESV: 0.0067, RSAFS: -0.0003, PPIACO: 1.0921, NASDAQCOM: 0.0010, SP500: 0.0113"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7765721325284188,0.7724631142760678,2.2686992461478555e-136,4389.04983685576,4425.91225791765,"const: 12.3831, PI: 0.0005, TTLCONS: 0.0001, CPIAUCSL: -0.6791, PCESV: 0.0063, RSAFS: -0.0003, PPIACO: 1.1364, NASDAQCOM: 0.0014, DJIA: 0.0013"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, SP500",0.7877503117927454,0.7838468692510028,3.3585545257147877e-141,4366.261419133529,4403.123840195419,"const: 21.8139, PI: -0.0011, TTLCONS: 0.0001, CPIAUCSL: -0.9022, PCESV: 0.0029, RSAFS: -0.0003, PPIACO: 1.2532, REVOLSL: 0.1021, SP500: 0.0216"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL, DJIA",0.7865255665038253,0.7825995999107922,1.1684977948261842e-140,4368.816070752935,4405.678491814825,"const: 28.1085, PI: -0.0003, TTLCONS: 0.0001, CPIAUCSL: -1.0466, PCESV: 0.0025, RSAFS: -0.0003, PPIACO: 1.3382, REVOLSL: 0.0962, DJIA: 0.0024"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, SP500, DJIA",0.776299300119353,0.772185264259479,2.955271234537567e-136,4389.591683713708,4426.454104775598,"const: 13.4744, PI: 0.0008, TTLCONS: 0.0001, CPIAUCSL: -0.6764, PCESV: 0.0073, RSAFS: -0.0003, PPIACO: 1.0973, SP500: 0.0150, DJIA: -0.0003"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7649686965124951,0.7606462817357134,1.3144659960189233e-131,4411.529596931401,4448.392017993291,"const: -13.7301, PI: -0.0015, TTLCONS: 0.0001, CPIAUCSL: 0.5121, PCESV: 0.0019, RSAFS: -0.0003, NASDAQCOM: 0.0030, REVOLSL: 0.0840, SP500: 0.0168"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7623165514111218,0.757945361552016,1.4934108072255998e-130,4416.511733729232,4453.374154791122,"const: -8.8259, PI: -0.0002, TTLCONS: 0.0001, CPIAUCSL: 0.4399, PCESV: 0.0014, RSAFS: -0.0003, NASDAQCOM: 0.0038, REVOLSL: 0.0758, DJIA: 0.0016"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, SP500, DJIA",0.7610558616104777,0.7566614866515899,4.696012662496869e-130,4418.860517526633,4455.722938588523,"const: -16.4828, PI: 0.0004, TTLCONS: 0.0001, CPIAUCSL: 0.5099, PCESV: 0.0084, RSAFS: -0.0003, NASDAQCOM: 0.0003, SP500: 0.0692, DJIA: -0.0068"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, REVOLSL, SP500, DJIA",0.7704312758004594,0.7662093222519621,8.065656773607697e-134,4401.088370796281,4437.950791858171,"const: -13.3232, PI: -0.0014, TTLCONS: 0.0001, CPIAUCSL: 0.4577, PCESV: 0.0051, RSAFS: -0.0003, REVOLSL: 0.0929, SP500: 0.0955, DJIA: -0.0089"
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7726312879927014,0.7684497944385442,1.0017138513030508e-134,4396.812892869048,4433.675313930938,"const: 62.6693, PI: -0.0022, TTLCONS: 0.0000, CPIAUCSL: -1.2379, PCESV: 0.0005, PPIACO: 1.2048, NASDAQCOM: 0.0021, REVOLSL: 0.1183, SP500: 0.0196"
